text_clean;text_tokens
dear tixid kadang kadang suka reload terus kalo buka aplikasinya padahal udh naik versi semoga bisa diperbaiki kedepannya;['dear', 'tixid', 'kadang', 'kadang', 'suka', 'reload', 'terus', 'kalo', 'buka', 'aplikasinya', 'padahal', 'udh', 'naik', 'versi', 'semoga', 'bisa', 'diperbaiki', 'kedepannya']
aplikasinya baguss tanpa harus ngantri panjang waktu wekeend dan tolong lebih banyak cover bioskop lagi seperti cgv dan kota cinema mall yg di bojong kulur biar bisa mesen disini thx;['aplikasinya', 'baguss', 'tanpa', 'harus', 'ngantri', 'panjang', 'waktu', 'wekeend', 'dan', 'tolong', 'lebih', 'banyak', 'cover', 'bioskop', 'lagi', 'seperti', 'cgv', 'dan', 'kota', 'cinema', 'mall', 'yg', 'di', 'bojong', 'kulur', 'biar', 'bisa', 'mesen', 'disini', 'thx']
aplikasi yg gag stabil kasih promo gag jelas sampe orang kesel katanya lebih mudah mana bgini pelayanannya sumpah ini gagal banget jadi aplikasi nyesel download;['aplikasi', 'yg', 'gag', 'stabil', 'kasih', 'promo', 'gag', 'jelas', 'sampe', 'orang', 'kesel', 'katanya', 'lebih', 'mudah', 'mana', 'bgini', 'pelayanannya', 'sumpah', 'ini', 'gagal', 'banget', 'jadi', 'aplikasi', 'nyesel', 'download']
mantap gannnkerjasama hanya dengan bank bca yakalo bisa bekerja sama sengan bank lainnyajadi customer lebih mudahuntuk top up saldonyakarena sangat membantu banyak kemudahandiskon tiket dan bebas antri;['mantap', 'gannnkerjasama', 'hanya', 'dengan', 'bank', 'bca', 'yakalo', 'bisa', 'bekerja', 'sama', 'sengan', 'bank', 'lainnyajadi', 'customer', 'lebih', 'mudahuntuk', 'top', 'up', 'saldonyakarena', 'sangat', 'membantu', 'banyak', 'kemudahandiskon', 'tiket', 'dan', 'bebas', 'antri']
suka si pake tix gak perlu ngantri lama buat nonton tpi kesal karena jarang kebagian promo nya trus ini aplikasi mesti di update terus klo gak diupdate gak bisa kepake;['suka', 'si', 'pake', 'tix', 'gak', 'perlu', 'ngantri', 'lama', 'buat', 'nonton', 'tpi', 'kesal', 'karena', 'jarang', 'kebagian', 'promo', 'nya', 'trus', 'ini', 'aplikasi', 'mesti', 'di', 'update', 'terus', 'klo', 'gak', 'diupdate', 'gak', 'bisa', 'kepake']
promo berhasil pas langsung transaksi di jam tapi kode booking ga keluar eh tiba ada pesan transaksi gagal sue tapi gitu ga sa ada promo bohong bgt skg;['promo', 'berhasil', 'pas', 'langsung', 'transaksi', 'di', 'jam', 'tapi', 'kode', 'booking', 'ga', 'keluar', 'eh', 'tiba', 'ada', 'pesan', 'transaksi', 'gagal', 'sue', 'tapi', 'gitu', 'ga', 'sa', 'ada', 'promo', 'bohong', 'bgt', 'skg']
pilih kursi yang kanan kiri nya kosong gabisa padahal pengen duduk disitu bagusan kayak yang awal dulu apk nya;['pilih', 'kursi', 'yang', 'kanan', 'kiri', 'nya', 'kosong', 'gabisa', 'padahal', 'pengen', 'duduk', 'disitu', 'bagusan', 'kayak', 'yang', 'awal', 'dulu', 'apk', 'nya']
untuk aplikasi tix id tolong jangan keseringan di update setiap saya mau liat jadwal nonton bioskop selalu aja harus update dulu;['untuk', 'aplikasi', 'tix', 'id', 'tolong', 'jangan', 'keseringan', 'di', 'update', 'setiap', 'saya', 'mau', 'liat', 'jadwal', 'nonton', 'bioskop', 'selalu', 'aja', 'harus', 'update', 'dulu']
kenapa saya ga bisa buka aplikasinya padahal baru download tp tulisannya suruh update sedangkan baru download pasti terbaru jadinya malah bolak balik doang tetep gabisa buka;['kenapa', 'saya', 'ga', 'bisa', 'buka', 'aplikasinya', 'padahal', 'baru', 'download', 'tp', 'tulisannya', 'suruh', 'update', 'sedangkan', 'baru', 'download', 'pasti', 'terbaru', 'jadinya', 'malah', 'bolak', 'balik', 'doang', 'tetep', 'gabisa', 'buka']
sangaaat sangaaat puas dengan aplikasi inii membantu untuk beli tiket tanpa antri lgsg ke bioskop apa lagii kalo ada promo gratis trs yg rupiah alhamdulillah dapet trs terimakasih tixid;['sangaaat', 'sangaaat', 'puas', 'dengan', 'aplikasi', 'inii', 'membantu', 'untuk', 'beli', 'tiket', 'tanpa', 'antri', 'lgsg', 'ke', 'bioskop', 'apa', 'lagii', 'kalo', 'ada', 'promo', 'gratis', 'trs', 'yg', 'rupiah', 'alhamdulillah', 'dapet', 'trs', 'terimakasih', 'tixid']
aplikasi terlalu sering diperbarui versinya kadang hanya bbrp hari sdh hrs update sebulan bisa atau kali update membuat memori di hp saya jadi srg error mohon pihak tix memperbaiki aplikasinya terima kasih;['aplikasi', 'terlalu', 'sering', 'diperbarui', 'versinya', 'kadang', 'hanya', 'bbrp', 'hari', 'sdh', 'hrs', 'update', 'sebulan', 'bisa', 'atau', 'kali', 'update', 'membuat', 'memori', 'di', 'hp', 'saya', 'jadi', 'srg', 'error', 'mohon', 'pihak', 'tix', 'memperbaiki', 'aplikasinya', 'terima', 'kasih']
memberikan kesan pertama tanpa ada potongan sehingga melupakan aplikasi yang sudah lama di gunakan yang memberikan potong ributransaksi;['memberikan', 'kesan', 'pertama', 'tanpa', 'ada', 'potongan', 'sehingga', 'melupakan', 'aplikasi', 'yang', 'sudah', 'lama', 'di', 'gunakan', 'yang', 'memberikan', 'potong', 'ributransaksi']
setiap pesan tiket gak pernah lagi buy one get one walupun pesannya cepat jam pengen dihapus aj;['setiap', 'pesan', 'tiket', 'gak', 'pernah', 'lagi', 'buy', 'one', 'get', 'one', 'walupun', 'pesannya', 'cepat', 'jam', 'pengen', 'dihapus', 'aj']
ketika saya buka ada tulisan versi baru tersedia dan hanya ada tombol ok yang langsung diarahkan ke play store tapi di play store tidak ada tombol update hanya ada buka lalu appnya gabisa dipake gimana itu coba;['ketika', 'saya', 'buka', 'ada', 'tulisan', 'versi', 'baru', 'tersedia', 'dan', 'hanya', 'ada', 'tombol', 'ok', 'yang', 'langsung', 'diarahkan', 'ke', 'play', 'store', 'tapi', 'di', 'play', 'store', 'tidak', 'ada', 'tombol', 'update', 'hanya', 'ada', 'buka', 'lalu', 'appnya', 'gabisa', 'dipake', 'gimana', 'itu', 'coba']
aplikasinya bagus hanya saja apalgi banyak pemesanan agak ngeblank hehe tapi saya beneran suka sering dapat discount dan kemaren weekend cuma bayar ribu dapat tiket loh thnaks tix id kalo bisa ada hadiah dobg karena terlaku sering pesan di apk;['aplikasinya', 'bagus', 'hanya', 'saja', 'apalgi', 'banyak', 'pemesanan', 'agak', 'ngeblank', 'hehe', 'tapi', 'saya', 'beneran', 'suka', 'sering', 'dapat', 'discount', 'dan', 'kemaren', 'weekend', 'cuma', 'bayar', 'ribu', 'dapat', 'tiket', 'loh', 'thnaks', 'tix', 'id', 'kalo', 'bisa', 'ada', 'hadiah', 'dobg', 'karena', 'terlaku', 'sering', 'pesan', 'di', 'apk']
awal sih baca ulasannya dulu agak ngeri ngeri gimans gitu tp tetep nyoba juga karna belum ngerasa gagal finally dicoba juga bisa kook dan ga ada masalah user yg ga ngerti atau gimana yaah yg make apk dengan ulasan jelek gitu;['awal', 'sih', 'baca', 'ulasannya', 'dulu', 'agak', 'ngeri', 'ngeri', 'gimans', 'gitu', 'tp', 'tetep', 'nyoba', 'juga', 'karna', 'belum', 'ngerasa', 'gagal', 'finally', 'dicoba', 'juga', 'bisa', 'kook', 'dan', 'ga', 'ada', 'masalah', 'user', 'yg', 'ga', 'ngerti', 'atau', 'gimana', 'yaah', 'yg', 'make', 'apk', 'dengan', 'ulasan', 'jelek', 'gitu']
sangat bagus karena lebih memudahkan bagi para pencinta film untuk dapat promo dan ulasan trailer film untuk referensi thanks;['sangat', 'bagus', 'karena', 'lebih', 'memudahkan', 'bagi', 'para', 'pencinta', 'film', 'untuk', 'dapat', 'promo', 'dan', 'ulasan', 'trailer', 'film', 'untuk', 'referensi', 'thanks']
awalnya sih oke tp semakin kesini kualitasnya makin jelek khususnya dalam hal transaksiklopun mau kasi promo ga pernah niatjd banyak yg gagalsy makin yakin akan menghapus tix di aplikasi android saya;['awalnya', 'sih', 'oke', 'tp', 'semakin', 'kesini', 'kualitasnya', 'makin', 'jelek', 'khususnya', 'dalam', 'hal', 'transaksiklopun', 'mau', 'kasi', 'promo', 'ga', 'pernah', 'niatjd', 'banyak', 'yg', 'gagalsy', 'makin', 'yakin', 'akan', 'menghapus', 'tix', 'di', 'aplikasi', 'android', 'saya']
awal awalnya bagus banget dan sangat merasa terbantu tetapi makin lama makin ribet dan promonya terkadang tidak muncul jadi seakan php;['awal', 'awalnya', 'bagus', 'banget', 'dan', 'sangat', 'merasa', 'terbantu', 'tetapi', 'makin', 'lama', 'makin', 'ribet', 'dan', 'promonya', 'terkadang', 'tidak', 'muncul', 'jadi', 'seakan', 'php']
awalnya aja enak makin lama makin aneh aplikasinya suka eror sndri trs promonya bntr gak usab ada promo klu mw dibalikin lagi tiketnya;['awalnya', 'aja', 'enak', 'makin', 'lama', 'makin', 'aneh', 'aplikasinya', 'suka', 'eror', 'sndri', 'trs', 'promonya', 'bntr', 'gak', 'usab', 'ada', 'promo', 'klu', 'mw', 'dibalikin', 'lagi', 'tiketnya']
love this app so much mudah banget transaksinya tanpa perlu ngantri tinggal scan kode barkode promonya juga lumayan;['love', 'this', 'app', 'so', 'much', 'mudah', 'banget', 'transaksinya', 'tanpa', 'perlu', 'ngantri', 'tinggal', 'scan', 'kode', 'barkode', 'promonya', 'juga', 'lumayan']
awalnya sih waktu make aplikasi nyenengin gitu di akhir nyusahin malah tiap transaksi gagal terus mau hapus saldo msh banyak mau dipake malah ga bisa kan bingung;['awalnya', 'sih', 'waktu', 'make', 'aplikasi', 'nyenengin', 'gitu', 'di', 'akhir', 'nyusahin', 'malah', 'tiap', 'transaksi', 'gagal', 'terus', 'mau', 'hapus', 'saldo', 'msh', 'banyak', 'mau', 'dipake', 'malah', 'ga', 'bisa', 'kan', 'bingung']
baru download tp ga bisa buka katanya di suruh update via playstore update apaan gua baru download buka playstorepun ga ada menu update yg ada menu hapus sama manu buka lucu;['baru', 'download', 'tp', 'ga', 'bisa', 'buka', 'katanya', 'di', 'suruh', 'update', 'via', 'playstore', 'update', 'apaan', 'gua', 'baru', 'download', 'buka', 'playstorepun', 'ga', 'ada', 'menu', 'update', 'yg', 'ada', 'menu', 'hapus', 'sama', 'manu', 'buka', 'lucu']
aplikasi yang sangat membantutapi akhir ini sering bnget minta updatedan kalo gk diupdate gk bisa kebukakecewa;['aplikasi', 'yang', 'sangat', 'membantutapi', 'akhir', 'ini', 'sering', 'bnget', 'minta', 'updatedan', 'kalo', 'gk', 'diupdate', 'gk', 'bisa', 'kebukakecewa']
hadex ko bentar versi terbaru terus baru juga versi terbaru kurang sukanya selalu harus upgrade dan itu cepet bgt jdi tambah berat aplikasinya;['hadex', 'ko', 'bentar', 'versi', 'terbaru', 'terus', 'baru', 'juga', 'versi', 'terbaru', 'kurang', 'sukanya', 'selalu', 'harus', 'upgrade', 'dan', 'itu', 'cepet', 'bgt', 'jdi', 'tambah', 'berat', 'aplikasinya']
padahal bagus nih apps tapi kenapa pas buka tixid malah ada tulisan mohon di update di playstore tapi pas di klik malah playstore gx ada update dan saya uninstal dan download ulang pun tetep sama tolong dong penjelasanya admin;['padahal', 'bagus', 'nih', 'apps', 'tapi', 'kenapa', 'pas', 'buka', 'tixid', 'malah', 'ada', 'tulisan', 'mohon', 'di', 'update', 'di', 'playstore', 'tapi', 'pas', 'di', 'klik', 'malah', 'playstore', 'gx', 'ada', 'update', 'dan', 'saya', 'uninstal', 'dan', 'download', 'ulang', 'pun', 'tetep', 'sama', 'tolong', 'dong', 'penjelasanya', 'admin']
saya harap sekali jika error nya tidak setiap hari kalo perlu tiap pagi pembersihan dulu baru memulai server agar lebih lancar;['saya', 'harap', 'sekali', 'jika', 'error', 'nya', 'tidak', 'setiap', 'hari', 'kalo', 'perlu', 'tiap', 'pagi', 'pembersihan', 'dulu', 'baru', 'memulai', 'server', 'agar', 'lebih', 'lancar']
dulu tixid sangat mmbantu dan banyak promo tiketnya tpi skrg semakin diupdate seharusnya semakin bagus ini malah sebaliknya saya sangat kecewa;['dulu', 'tixid', 'sangat', 'mmbantu', 'dan', 'banyak', 'promo', 'tiketnya', 'tpi', 'skrg', 'semakin', 'diupdate', 'seharusnya', 'semakin', 'bagus', 'ini', 'malah', 'sebaliknya', 'saya', 'sangat', 'kecewa']
promo untuk beli gratis selalu habis sedangkan promo tersebut baru mulai jam pagi dan saya buka jam sudah ada keterangan promo habis tolong diperbaiki lagi;['promo', 'untuk', 'beli', 'gratis', 'selalu', 'habis', 'sedangkan', 'promo', 'tersebut', 'baru', 'mulai', 'jam', 'pagi', 'dan', 'saya', 'buka', 'jam', 'sudah', 'ada', 'keterangan', 'promo', 'habis', 'tolong', 'diperbaiki', 'lagi']
saat pesan kok tidak kepotong voucher padahal transaksi rb pas jadi voucher hangus dan tdk di pakai sempat email dan telfon disuruh tunggu balasan hari maksimal setelah hari tdk ada respon kembali;['saat', 'pesan', 'kok', 'tidak', 'kepotong', 'voucher', 'padahal', 'transaksi', 'rb', 'pas', 'jadi', 'voucher', 'hangus', 'dan', 'tdk', 'di', 'pakai', 'sempat', 'email', 'dan', 'telfon', 'disuruh', 'tunggu', 'balasan', 'hari', 'maksimal', 'setelah', 'hari', 'tdk', 'ada', 'respon', 'kembali']
transaksi yang berhasil sering di refund terakhir yg di alami menit film mau tayang print tiket tidak bisa dikrnakan tiketfilm tidak tayang tetapi tiket tidak di refund dengan segera sangat sangat mengecewakan rugi waktu rugi biaya;['transaksi', 'yang', 'berhasil', 'sering', 'di', 'refund', 'terakhir', 'yg', 'di', 'alami', 'menit', 'film', 'mau', 'tayang', 'print', 'tiket', 'tidak', 'bisa', 'dikrnakan', 'tiketfilm', 'tidak', 'tayang', 'tetapi', 'tiket', 'tidak', 'di', 'refund', 'dengan', 'segera', 'sangat', 'sangat', 'mengecewakan', 'rugi', 'waktu', 'rugi', 'biaya']
makasih tix id berkat apps ini gua kaga antri lagi di mall tinggal buka apps bisa pilih film dan jadwal main nya terus di tingkat nya yah admin apps nya biar bisa booking jauh hari trimss salam dari samarinda;['makasih', 'tix', 'id', 'berkat', 'apps', 'ini', 'gua', 'kaga', 'antri', 'lagi', 'di', 'mall', 'tinggal', 'buka', 'apps', 'bisa', 'pilih', 'film', 'dan', 'jadwal', 'main', 'nya', 'terus', 'di', 'tingkat', 'nya', 'yah', 'admin', 'apps', 'nya', 'biar', 'bisa', 'booking', 'jauh', 'hari', 'trimss', 'salam', 'dari', 'samarinda']
awalnya seneng sama tixid krn bnyk promo dan gampang pesen tiket tp skrg kurang ngenakin mau pesen gagal terus sampe berkali;['awalnya', 'seneng', 'sama', 'tixid', 'krn', 'bnyk', 'promo', 'dan', 'gampang', 'pesen', 'tiket', 'tp', 'skrg', 'kurang', 'ngenakin', 'mau', 'pesen', 'gagal', 'terus', 'sampe', 'berkali']
alhamdulillah semenjak ada tixid nonton jd gak ribet gak perlu antri beli tiket dan bnyk promo nya saya selalu mendapatkan promo buy get kan jd hemat guys hehehe;['alhamdulillah', 'semenjak', 'ada', 'tixid', 'nonton', 'jd', 'gak', 'ribet', 'gak', 'perlu', 'antri', 'beli', 'tiket', 'dan', 'bnyk', 'promo', 'nya', 'saya', 'selalu', 'mendapatkan', 'promo', 'buy', 'get', 'kan', 'jd', 'hemat', 'guys', 'hehehe']
ganti bintang karena performa menurun kalau takut rugi ga usah bikin promo buy get kita itu ada promo syukur ga ada promo kita juga beli kok karena tujuan utamanya mempermudah pembelian tiket;['ganti', 'bintang', 'karena', 'performa', 'menurun', 'kalau', 'takut', 'rugi', 'ga', 'usah', 'bikin', 'promo', 'buy', 'get', 'kita', 'itu', 'ada', 'promo', 'syukur', 'ga', 'ada', 'promo', 'kita', 'juga', 'beli', 'kok', 'karena', 'tujuan', 'utamanya', 'mempermudah', 'pembelian', 'tiket']
gak usah ada promo buy get dihari rabu kalo gak niat dan hanya memberikan kuota promosi sedikit ditambah proses dana yang membuat lebih ribet dan lambat proses pengembalian pembayaran yang gagal;['gak', 'usah', 'ada', 'promo', 'buy', 'get', 'dihari', 'rabu', 'kalo', 'gak', 'niat', 'dan', 'hanya', 'memberikan', 'kuota', 'promosi', 'sedikit', 'ditambah', 'proses', 'dana', 'yang', 'membuat', 'lebih', 'ribet', 'dan', 'lambat', 'proses', 'pengembalian', 'pembayaran', 'yang', 'gagal']
ketika mau buka aplikasi sering di suruh update padahal bru minggu yang lalu update promo buy get juga cpat x habis promonya gak jelas;['ketika', 'mau', 'buka', 'aplikasi', 'sering', 'di', 'suruh', 'update', 'padahal', 'bru', 'minggu', 'yang', 'lalu', 'update', 'promo', 'buy', 'get', 'juga', 'cpat', 'x', 'habis', 'promonya', 'gak', 'jelas']
aplikasi nya php kalau mau ngasi buy get jangan nanggung ini masa setengah jam udah habis kadang mau mesan juga error aplikasinya tolong diperbaiki lagi acara buy get nya;['aplikasi', 'nya', 'php', 'kalau', 'mau', 'ngasi', 'buy', 'get', 'jangan', 'nanggung', 'ini', 'masa', 'setengah', 'jam', 'udah', 'habis', 'kadang', 'mau', 'mesan', 'juga', 'error', 'aplikasinya', 'tolong', 'diperbaiki', 'lagi', 'acara', 'buy', 'get', 'nya']
setiap mau buka aplikasi selalu suruh updet kenapa sih tik trus kalau mau ambil promo buy get kok selalau gak bisa jadi sedih deh;['setiap', 'mau', 'buka', 'aplikasi', 'selalu', 'suruh', 'updet', 'kenapa', 'sih', 'tik', 'trus', 'kalau', 'mau', 'ambil', 'promo', 'buy', 'get', 'kok', 'selalau', 'gak', 'bisa', 'jadi', 'sedih', 'deh']
dulu tik id bagus bgtgampang sekarang banyak php nyaaplikasi gak berguna sama sekalimendingan di uninstal yg belum download jangan download udah banyak yg kecewa;['dulu', 'tik', 'id', 'bagus', 'bgtgampang', 'sekarang', 'banyak', 'php', 'nyaaplikasi', 'gak', 'berguna', 'sama', 'sekalimendingan', 'di', 'uninstal', 'yg', 'belum', 'download', 'jangan', 'download', 'udah', 'banyak', 'yg', 'kecewa']
bagus banget nyesel kalau yang ga download tapi satu nih yang ngeselin kalau suda waktunya untuk update pasti langsung ga bisa buka app nya deh maksa banget buat nyuru update ke versi baru coba di kasi pilihan mau di update atau nda;['bagus', 'banget', 'nyesel', 'kalau', 'yang', 'ga', 'download', 'tapi', 'satu', 'nih', 'yang', 'ngeselin', 'kalau', 'suda', 'waktunya', 'untuk', 'update', 'pasti', 'langsung', 'ga', 'bisa', 'buka', 'app', 'nya', 'deh', 'maksa', 'banget', 'buat', 'nyuru', 'update', 'ke', 'versi', 'baru', 'coba', 'di', 'kasi', 'pilihan', 'mau', 'di', 'update', 'atau', 'nda']
system lebih banyak di perbaiki ya skrg udah lumayan kalau bisa lebih bagus lagi soal y pas ad promo sering ngehang aq beli di refund trus beli pake dana pun di refund;['system', 'lebih', 'banyak', 'di', 'perbaiki', 'ya', 'skrg', 'udah', 'lumayan', 'kalau', 'bisa', 'lebih', 'bagus', 'lagi', 'soal', 'y', 'pas', 'ad', 'promo', 'sering', 'ngehang', 'aq', 'beli', 'di', 'refund', 'trus', 'beli', 'pake', 'dana', 'pun', 'di', 'refund']
seneng banged pakai tix id sering banyak promo buy getfreenya cm skr cepet banged kuotanya abiznya ga kaya dulu lebih banyak ya jd nonton lebih hemat pakai tix id secara sy hobi nonton ok banged;['seneng', 'banged', 'pakai', 'tix', 'id', 'sering', 'banyak', 'promo', 'buy', 'getfreenya', 'cm', 'skr', 'cepet', 'banged', 'kuotanya', 'abiznya', 'ga', 'kaya', 'dulu', 'lebih', 'banyak', 'ya', 'jd', 'nonton', 'lebih', 'hemat', 'pakai', 'tix', 'id', 'secara', 'sy', 'hobi', 'nonton', 'ok', 'banged']
aplikasinya tambah kesini semakin ruwet suka maintenance uda gitu transaksi gantung tiba dapat sms transaksi gagal tapi saldo enggak kembali;['aplikasinya', 'tambah', 'kesini', 'semakin', 'ruwet', 'suka', 'maintenance', 'uda', 'gitu', 'transaksi', 'gantung', 'tiba', 'dapat', 'sms', 'transaksi', 'gagal', 'tapi', 'saldo', 'enggak', 'kembali']
sudah bagus aplikasinya seharusnya biaya dikenakan per transaksi dan bukan per tiket per tiket adalah biaya yg terlalu tinggi;['sudah', 'bagus', 'aplikasinya', 'seharusnya', 'biaya', 'dikenakan', 'per', 'transaksi', 'dan', 'bukan', 'per', 'tiket', 'per', 'tiket', 'adalah', 'biaya', 'yg', 'terlalu', 'tinggi']
aneh saya tidak pernah refund tiket tapi tiba tiba tiket saya refund saya sudah beli jam pagi tapi di refund jam malam kan lucu aneh;['aneh', 'saya', 'tidak', 'pernah', 'refund', 'tiket', 'tapi', 'tiba', 'tiba', 'tiket', 'saya', 'refund', 'saya', 'sudah', 'beli', 'jam', 'pagi', 'tapi', 'di', 'refund', 'jam', 'malam', 'kan', 'lucu', 'aneh']
semakin tidak jelas aplikasinya katanya ada promo malah gak bisa dan ketika beli tiket tanpa promo malah gagal terus menerus sampai di refund terus dan butuh waktu lama ketika refund gagal;['semakin', 'tidak', 'jelas', 'aplikasinya', 'katanya', 'ada', 'promo', 'malah', 'gak', 'bisa', 'dan', 'ketika', 'beli', 'tiket', 'tanpa', 'promo', 'malah', 'gagal', 'terus', 'menerus', 'sampai', 'di', 'refund', 'terus', 'dan', 'butuh', 'waktu', 'lama', 'ketika', 'refund', 'gagal']
woi transaksi tix dana di refund tapi kok vocernya ilang punya kode vocer di akun satu lagi tapi nggak bisa buat motong transaksi hati ini pelayanan aplikasi tix parah banget tolong diperbaiki;['woi', 'transaksi', 'tix', 'dana', 'di', 'refund', 'tapi', 'kok', 'vocernya', 'ilang', 'punya', 'kode', 'vocer', 'di', 'akun', 'satu', 'lagi', 'tapi', 'nggak', 'bisa', 'buat', 'motong', 'transaksi', 'hati', 'ini', 'pelayanan', 'aplikasi', 'tix', 'parah', 'banget', 'tolong', 'diperbaiki']
aplikasi anjing masa ada vocer rb tiba tiba ga bisa ke pake lagi padahal transaksi gagal yang bener dong kalo server ga kuat ga usah buat layanan kaya gini;['aplikasi', 'anjing', 'masa', 'ada', 'vocer', 'rb', 'tiba', 'tiba', 'ga', 'bisa', 'ke', 'pake', 'lagi', 'padahal', 'transaksi', 'gagal', 'yang', 'bener', 'dong', 'kalo', 'server', 'ga', 'kuat', 'ga', 'usah', 'buat', 'layanan', 'kaya', 'gini']
awal nya sih ok dengan promo yg ada lama buy get sering gagal uang di dana pasti sdh banyak yg ngendap itu suatu keuntungan tix id mohon di perbaiki servicenya biar semakin ok;['awal', 'nya', 'sih', 'ok', 'dengan', 'promo', 'yg', 'ada', 'lama', 'buy', 'get', 'sering', 'gagal', 'uang', 'di', 'dana', 'pasti', 'sdh', 'banyak', 'yg', 'ngendap', 'itu', 'suatu', 'keuntungan', 'tix', 'id', 'mohon', 'di', 'perbaiki', 'servicenya', 'biar', 'semakin', 'ok']
saya barusan mesan tiket dari tix tapi transaksi gagal hanya saja saldo dana saya udah terpotong dan pengembalian uang nya gagal tolong di perbaiki lagi dong aplikasi nya;['saya', 'barusan', 'mesan', 'tiket', 'dari', 'tix', 'tapi', 'transaksi', 'gagal', 'hanya', 'saja', 'saldo', 'dana', 'saya', 'udah', 'terpotong', 'dan', 'pengembalian', 'uang', 'nya', 'gagal', 'tolong', 'di', 'perbaiki', 'lagi', 'dong', 'aplikasi', 'nya']
aplikasi busukmasa setiap mau pesen gagal terus udah kali saya coba dan yg terakhir malah saldo saya kepotong tapi ketrangan transaksi gagalpadahal di situ kursi masih banyak namun ketrangan gagal kursi sudah tak tersedia pas saya cek ulang ternyata kursinya masih tersidiabalikin saldo sayaplaning kedepanya mau uninstal nih aplikasi masih banyak bioskop yg lebih berkualitas;['aplikasi', 'busukmasa', 'setiap', 'mau', 'pesen', 'gagal', 'terus', 'udah', 'kali', 'saya', 'coba', 'dan', 'yg', 'terakhir', 'malah', 'saldo', 'saya', 'kepotong', 'tapi', 'ketrangan', 'transaksi', 'gagalpadahal', 'di', 'situ', 'kursi', 'masih', 'banyak', 'namun', 'ketrangan', 'gagal', 'kursi', 'sudah', 'tak', 'tersedia', 'pas', 'saya', 'cek', 'ulang', 'ternyata', 'kursinya', 'masih', 'tersidiabalikin', 'saldo', 'sayaplaning', 'kedepanya', 'mau', 'uninstal', 'nih', 'aplikasi', 'masih', 'banyak', 'bioskop', 'yg', 'lebih', 'berkualitas']
saya baru pesan tiket tp gagal tp kenapa saldo saya jg ke potong belum di kembalikan d telp jg blm bisa gimana sih ini setiap hari rabu psti begini mending saya beli di bioskop aja langsung tanpa kendala apapun saya kecewa tolong segera kembalikan saldo saya secepatnya;['saya', 'baru', 'pesan', 'tiket', 'tp', 'gagal', 'tp', 'kenapa', 'saldo', 'saya', 'jg', 'ke', 'potong', 'belum', 'di', 'kembalikan', 'd', 'telp', 'jg', 'blm', 'bisa', 'gimana', 'sih', 'ini', 'setiap', 'hari', 'rabu', 'psti', 'begini', 'mending', 'saya', 'beli', 'di', 'bioskop', 'aja', 'langsung', 'tanpa', 'kendala', 'apapun', 'saya', 'kecewa', 'tolong', 'segera', 'kembalikan', 'saldo', 'saya', 'secepatnya']
awalnya saya sangat senang sekali dengan aplikasi ini tapi gara hari ini udah pesen buy one get one free saldo sma voucher udah terbayarkan tapi tiket gak keluar kecewa;['awalnya', 'saya', 'sangat', 'senang', 'sekali', 'dengan', 'aplikasi', 'ini', 'tapi', 'gara', 'hari', 'ini', 'udah', 'pesen', 'buy', 'one', 'get', 'one', 'free', 'saldo', 'sma', 'voucher', 'udah', 'terbayarkan', 'tapi', 'tiket', 'gak', 'keluar', 'kecewa']
knp sy sudah pesan tiket status sukses saldo juga sudah kepotongeh tau transaksi anda gagalgmn ini trus saldo dana nya ga balik keterangan nya proses pengembalian dana anda gagal udh sy tlp nomor ga bisa di hubungintolong jawabannya;['knp', 'sy', 'sudah', 'pesan', 'tiket', 'status', 'sukses', 'saldo', 'juga', 'sudah', 'kepotongeh', 'tau', 'transaksi', 'anda', 'gagalgmn', 'ini', 'trus', 'saldo', 'dana', 'nya', 'ga', 'balik', 'keterangan', 'nya', 'proses', 'pengembalian', 'dana', 'anda', 'gagal', 'udh', 'sy', 'tlp', 'nomor', 'ga', 'bisa', 'di', 'hubungintolong', 'jawabannya']
parah banget eror nih aplikasi aplikasi php pokoknya ga banget tadi nya pengen hemat malah buang waktu dan uang pake aplikasi ini tolong dong jangan kayak gini kembalikan dana ku;['parah', 'banget', 'eror', 'nih', 'aplikasi', 'aplikasi', 'php', 'pokoknya', 'ga', 'banget', 'tadi', 'nya', 'pengen', 'hemat', 'malah', 'buang', 'waktu', 'dan', 'uang', 'pake', 'aplikasi', 'ini', 'tolong', 'dong', 'jangan', 'kayak', 'gini', 'kembalikan', 'dana', 'ku']
saldo sudah di potong pemesanan gagal tapi tidak di refund nomor csnya tidak bisa di hubungi mending pake mtix kalo mmg tixid kayak gini sistemnya sangat mengecewakan;['saldo', 'sudah', 'di', 'potong', 'pemesanan', 'gagal', 'tapi', 'tidak', 'di', 'refund', 'nomor', 'csnya', 'tidak', 'bisa', 'di', 'hubungi', 'mending', 'pake', 'mtix', 'kalo', 'mmg', 'tixid', 'kayak', 'gini', 'sistemnya', 'sangat', 'mengecewakan']
